"id_discente","curso","turno","ano_ingresso","idade_ingresso","escola_publica","forma_ingresso","acao_afirmativa","sexo","cor_raca","estado_civil","media_global_aluno","media_global_curso","percentual_integralizado","trancamentos","mobilidade","total_componentes","total_reprovacao","total_aprovacao","percentagem_frequencia","percentagem_reprovacao","reprovacoes_rm","reprovacoes_rf","reprovacoes_rmf","percentagem_aprovacao","qtd_semestres","motivo_inativacao","status"
758481,"Sistemas De Informação","Noturno",2009,24,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Não Informado","Solteiro(A)",6.72,5.32,75.9,4,0,42,5,37,87.44,11.9,3,0,2,88.1,10,"Excluído","Excluído"
758488,"Sistemas De Informação","Noturno",2009,27,"Não","Processo Seletivo","RI","Masculino","Pardo","Solteiro(A)",0,5.32,0,1,0,14,7,7,68.75,50,1,0,6,50,4,"Excluído","Excluído"
758567,"Sistemas De Informação","Noturno",2009,19,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Não Informado","Solteiro(A)",0,5.32,0,2,0,14,6,8,65.85,42.86,2,0,4,57.14,3,"Excluído","Excluído"
758571,"Sistemas De Informação","Noturno",2009,20,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Não Informado","Solteiro(A)",6.09,5.32,100,1,0,56,10,46,84.00,17.86,4,0,6,82.14,14,"Conclusão","Graduado"
758572,"Sistemas De Informação","Noturno",2009,19,"Não","Processo Seletivo","Ampla Concorrência","Feminino","Não Informado","Solteiro(A)",0,5.32,100,0,0,44,1,43,92.81,2.27,0,0,1,97.73,9,"Conclusão","Graduado"
758583,"Engenharia De Software","Noturno",2009,26,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Não Informado","Solteiro(A)",0,5.48,0,0,0,5,5,0,6.25,100,0,0,5,0,1,"Excluído","Excluído"
758584,"Engenharia De Software","Noturno",2009,19,"Sim","Processo Seletivo","RI","Masculino","Pardo","Solteiro(A)",0,5.48,0,0,0,16,14,2,67.78,87.5,9,0,5,12.5,3,"Excluído","Excluído"
758585,"Engenharia De Software","Noturno",2009,19,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Pardo","Solteiro(A)",5.02,5.48,89.53,4,0,64,23,41,83.77,35.94,15,0,8,64.06,13,"Excluído","Excluído"
758587,"Engenharia De Software","Noturno",2009,18,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Não Informado","Solteiro(A)",0,5.48,100,0,0,52,7,45,92.34,13.46,7,0,0,86.54,11,"Conclusão","Graduado"
758588,"Engenharia De Software","Noturno",2009,20,"Sim","Processo Seletivo","RI","Masculino","Pardo","Solteiro(A)",0,5.48,100,0,0,43,0,43,93.65,0,0,0,0,100,8,"Conclusão","Graduado"
758674,"Ciência Da Computação","Integral",2009,18,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Não Informado","Solteiro(A)",0,5.03,0,1,0,10,3,7,94.06,30,2,0,1,70,2,"Excluído","Excluído"
758752,"Ciência Da Computação","Integral",2009,17,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Não Informado","Solteiro(A)",0,5.03,100,0,0,48,1,47,93.52,2.08,1,0,0,97.92,8,"Conclusão","Graduado"
758914,"Ciência Da Computação","Integral",2009,21,"Não","Transferência","Ampla Concorrência","Masculino","Não Informado","Solteiro(A)",0,5.03,100,0,0,35,0,35,92.09,0,0,0,0,100,7,"Conclusão","Graduado"
758936,"Ciência Da Computação","Integral",2009,18,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Pardo","Solteiro(A)",4.92,5.03,81.91,0,0,74,35,39,87.06,47.3,30,0,5,52.7,14,"Excluído","Excluído"
758969,"Ciência Da Computação","Integral",2009,18,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Branco","Solteiro(A)",4.83,5.03,100,0,0,77,31,46,75.20,40.26,15,0,16,59.74,15,"Conclusão","Graduado"
758970,"Ciência Da Computação","Integral",2009,18,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Não Informado","Casado(A)",0,5.03,0,0,0,20,9,11,83.44,45,7,0,2,55,4,"Mudança de curso","Excluído"
758984,"Engenharia De Software","Noturno",2009,22,"Sim","Processo Seletivo","Ampla Concorrência","Masculino","Pardo","Solteiro(A)",5.14,5.48,87.18,2,0,59,19,40,81.79,32.2,12,1,6,67.8,18,"Excluído","Excluído"
758985,"Engenharia De Software","Noturno",2009,24,"Não","Processo Seletivo","Ampla Concorrência","Feminino","Não Informado","Solteiro(A)",0,5.48,0,0,0,5,5,0,2.50,100,0,0,5,0,1,"Excluído","Excluído"
758986,"Engenharia De Software","Noturno",2009,29,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Não Informado","Solteiro(A)",0,5.48,0,2,0,23,9,14,88.59,39.13,8,0,1,60.87,5,"Excluído","Excluído"
758987,"Engenharia De Software","Noturno",2009,18,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Não Informado","Solteiro(A)",0,5.48,100,0,0,45,0,45,98.13,0,0,0,0,100,9,"Conclusão","Graduado"
758992,"Ciência Da Computação","Integral",2009,21,"Sim","Processo Seletivo","RI","Masculino","Não Informado","Solteiro(A)",0,5.03,0,0,0,5,5,0,24.69,100,0,0,5,0,1,"Excluído","Excluído"
759026,"Sistemas De Informação","Noturno",2009,35,"Sim","Processo Seletivo","RI","Masculino","Preto","Casado(A)",0,5.32,0,1,0,25,7,18,71.67,28,1,0,6,72,8,"Excluído","Excluído"
759035,"Sistemas De Informação","Noturno",2009,26,"Sim","Processo Seletivo","Ampla Concorrência","Masculino","Branco","Solteiro(A)",0,5.32,0,1,0,33,20,13,50.63,60.61,1,0,19,39.39,8,"Excluído","Excluído"
759040,"Sistemas De Informação","Noturno",2009,20,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Não Informado","Solteiro(A)",0,5.32,0,0,0,5,5,0,1.25,100,0,0,5,0,1,"Excluído","Excluído"
759050,"Sistemas De Informação","Noturno",2009,24,"Sim","Processo Seletivo","Ampla Concorrência","Masculino","Pardo","Solteiro(A)",5.37,5.32,100,2,0,71,27,44,79.03,38.03,16,1,10,61.97,19,"Conclusão","Graduado"
759131,"Sistemas De Informação","Noturno",2009,19,"Sim","Processo Seletivo","Ampla Concorrência","Masculino","Pardo","Solteiro(A)",5.35,5.32,100,0,0,66,20,46,81.89,30.3,12,0,8,69.7,17,"Conclusão","Graduado"
759138,"Engenharia De Software","Noturno",2009,30,"Sim","Processo Seletivo","RI","Masculino","Pardo","Solteiro(A)",4.32,5.48,22,2,0,37,20,17,76.59,54.05,9,0,11,45.95,9,"Excluído","Excluído"
759141,"Ciência Da Computação","Integral",2009,19,"Sim","Processo Seletivo","RI","Masculino","Branco","Solteiro(A)",0,5.03,0,1,0,39,19,20,85.78,48.72,16,0,3,51.28,8,"Excluído","Excluído"
759154,"Ciência Da Computação","Integral",2009,20,"Sim","Processo Seletivo","RI","Masculino","Amarelo","Solteiro(A)",6.07,5.03,100,0,0,60,14,46,93.88,23.33,12,0,2,76.67,14,"Conclusão","Graduado"
759169,"Ciência Da Computação","Integral",2009,18,"Sim","Processo Seletivo","RI","Masculino","Branco","Solteiro(A)",5.48,5.03,100,0,0,68,23,45,86.14,33.82,19,0,4,66.18,17,"Conclusão","Graduado"
759325,"Ciência Da Computação","Integral",2009,18,"Sim","Processo Seletivo","RI","Masculino","Pardo","Solteiro(A)",5.45,5.03,100,1,0,66,24,42,79.44,36.36,15,0,9,63.64,12,"Conclusão","Graduado"
759334,"Engenharia De Software","Noturno",2009,18,"Sim","Processo Seletivo","RI","Masculino","Não Informado","Solteiro(A)",0,5.48,100,0,0,53,9,44,89.00,16.98,8,0,1,83.02,11,"Conclusão","Graduado"
759335,"Engenharia De Software","Noturno",2009,21,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Branco","Solteiro(A)",0,5.48,0,0,0,55,34,21,54.60,61.82,5,0,29,38.18,11,"Excluído","Excluído"
759336,"Engenharia De Software","Noturno",2009,18,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Não Informado","Solteiro(A)",6.17,5.48,100,0,0,58,14,44,87.23,24.14,10,0,4,75.86,13,"Conclusão","Graduado"
759337,"Engenharia De Software","Noturno",2009,19,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Não Informado","Casado(A)",0,5.48,100,0,0,45,0,45,92.78,0,0,0,0,100,9,"Conclusão","Graduado"
759338,"Engenharia De Software","Noturno",2009,21,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Não Informado","Solteiro(A)",0,5.48,100,0,0,45,0,45,90.59,0,0,0,0,100,10,"Conclusão","Graduado"
759377,"Ciência Da Computação","Integral",2009,18,"Não","Processo Seletivo","Ampla Concorrência","Feminino","Não Informado","Solteiro(A)",5.61,5.03,100,0,0,64,17,47,91.80,26.56,15,0,2,73.44,11,"Conclusão","Graduado"
759409,"Ciência Da Computação","Integral",2009,18,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Não Informado","Solteiro(A)",5.34,5.03,100,4,0,78,31,47,88.86,39.74,25,0,6,60.26,16,"Conclusão","Graduado"
759457,"Sistemas De Informação","Noturno",2009,24,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Branco","Solteiro(A)",6.53,5.32,0,0,0,43,7,36,83.49,16.28,4,0,3,83.72,12,"Excluído","Excluído"
759592,"Ciência Da Computação","Integral",2009,18,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Não Informado","Solteiro(A)",0,5.03,100,0,0,47,0,47,94.52,0,0,0,0,100,8,"Conclusão","Graduado"
759593,"Ciência Da Computação","Integral",2009,18,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Não Informado","Solteiro(A)",0,5.03,100,0,0,47,1,46,94.18,2.13,1,0,0,97.87,9,"Conclusão","Graduado"
759639,"Sistemas De Informação","Noturno",2009,18,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Não Informado","Solteiro(A)",0,5.32,0,3,0,13,9,4,56.97,69.23,3,0,6,30.77,3,"Excluído","Excluído"
759719,"Ciência Da Computação","Integral",2009,19,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Não Informado","Solteiro(A)",5.69,5.03,100,0,0,60,13,47,85.82,21.67,8,0,5,78.33,11,"Conclusão","Graduado"
759720,"Ciência Da Computação","Integral",2009,18,"Não","Processo Seletivo","Ampla Concorrência","Feminino","Branco","Solteiro(A)",3.27,5.03,29.78,4,0,31,17,14,63.66,54.84,4,0,13,45.16,8,"Excluído","Excluído"
759721,"Ciência Da Computação","Integral",2009,19,"Não","Processo Seletivo","Ampla Concorrência","Feminino","Não Informado","Solteiro(A)",0,5.03,0,1,0,8,5,3,66.41,62.5,3,0,2,37.5,2,"Excluído","Excluído"
759725,"Ciência Da Computação","Integral",2009,19,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Não Informado","Solteiro(A)",5.99,5.03,100,0,0,61,15,46,84.56,24.59,8,0,7,75.41,11,"Conclusão","Graduado"
759726,"Ciência Da Computação","Integral",2009,20,"Sim","Processo Seletivo","RI","Masculino","Pardo","Solteiro(A)",0,5.03,0,3,0,9,8,1,49.65,88.89,4,0,4,11.11,2,"Excluído","Excluído"
759728,"Ciência Da Computação","Integral",2009,18,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Branco","Solteiro(A)",0,5.03,0,0,0,5,5,0,51.56,100,1,0,4,0,1,"Excluído","Excluído"
759734,"Engenharia De Software","Noturno",2009,19,"Sim","Processo Seletivo","RI","Masculino","Não Informado","Solteiro(A)",0,5.48,100,0,0,44,0,44,95.53,0,0,0,0,100,9,"Conclusão","Graduado"
759735,"Engenharia De Software","Noturno",2009,18,"Sim","Processo Seletivo","RI","Masculino","Não Informado","Solteiro(A)",0,5.48,100,0,0,54,9,45,93.09,16.67,9,0,0,83.33,12,"Conclusão","Graduado"
759736,"Engenharia De Software","Noturno",2009,40,"Sim","Processo Seletivo","RI","Masculino","Não Informado","Casado(A)",4.6,5.48,56,2,0,41,13,28,82.70,31.71,7,0,6,68.29,11,"Excluído","Excluído"
759785,"Sistemas De Informação","Noturno",2009,18,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Pardo","Solteiro(A)",4.98,5.32,100,0,0,67,28,39,77.25,41.79,15,0,13,58.21,16,"Conclusão","Graduado"
759788,"Sistemas De Informação","Noturno",2009,23,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Não Informado","Solteiro(A)",0,5.32,100,0,0,44,0,44,90.95,0,0,0,0,100,10,"Conclusão","Graduado"
759792,"Sistemas De Informação","Noturno",2009,17,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Não Informado","Solteiro(A)",0,5.32,100,0,0,47,3,44,91.35,6.38,3,0,0,93.62,11,"Conclusão","Graduado"
759799,"Sistemas De Informação","Noturno",2009,20,"Sim","Processo Seletivo","RI","Masculino","Não Informado","Solteiro(A)",0,5.32,0,0,0,5,5,0,11.56,100,0,0,5,0,1,"Excluído","Excluído"
759874,"Ciência Da Computação","Integral",2009,21,"Sim","Transferência","Ampla Concorrência","Feminino","Não Informado","Solteiro(A)",0,5.03,100,0,0,43,11,32,90.25,25.58,9,0,2,74.42,9,"Conclusão","Graduado"
759876,"Ciência Da Computação","Integral",2009,18,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Branco","Solteiro(A)",4.65,5.03,100,0,0,84,39,45,76.49,46.43,24,0,15,53.57,16,"Conclusão","Graduado"
759960,"Engenharia De Software","Noturno",2009,34,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Branco","Casado(A)",0,5.48,0,0,0,6,6,0,28.65,100,1,0,5,0,1,"Excluído","Excluído"
759984,"Engenharia De Software","Noturno",2009,23,"Sim","Processo Seletivo","RI","Masculino","Não Informado","Casado(A)",0,5.48,100,0,0,43,0,43,91.00,0,0,0,0,100,9,"Conclusão","Graduado"
760083,"Sistemas De Informação","Noturno",2009,18,"Não","Processo Seletivo","Ampla Concorrência","Feminino","Não Informado","Solteiro(A)",0,5.32,100,0,0,52,8,44,86.34,15.38,6,0,2,84.62,13,"Conclusão","Graduado"
760087,"Sistemas De Informação","Noturno",2009,25,"Sim","Processo Seletivo","RI","Masculino","Pardo","Solteiro(A)",2.62,5.32,26.7,4,0,55,42,13,61.66,76.36,15,0,27,23.64,17,"Excluído","Excluído"
760093,"Ciência Da Computação","Integral",2009,18,"Sim","Processo Seletivo","Ampla Concorrência","Masculino","Não Informado","Solteiro(A)",5.9,5.03,100,0,0,58,12,46,89.86,20.69,10,0,2,79.31,11,"Conclusão","Graduado"
760097,"Engenharia De Software","Noturno",2009,18,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Não Informado","Solteiro(A)",5.5,5.48,88.25,4,0,63,18,45,88.59,28.57,14,0,4,71.43,18,"Excluído","Excluído"
760099,"Engenharia De Software","Noturno",2009,19,"Sim","Processo Seletivo","RI","Masculino","Não Informado","Solteiro(A)",0,5.48,0,0,0,29,20,9,60.89,68.97,4,0,16,31.03,6,"Excluído","Excluído"
760100,"Engenharia De Software","Noturno",2009,18,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Não Informado","Solteiro(A)",0,5.48,100,0,0,48,4,44,90.12,8.33,4,0,0,91.67,11,"Conclusão","Graduado"
760101,"Engenharia De Software","Noturno",2009,20,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Não Informado","Solteiro(A)",0,5.48,100,0,0,46,1,45,92.94,2.17,1,0,0,97.83,9,"Conclusão","Graduado"
760102,"Engenharia De Software","Noturno",2009,19,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Não Informado","Solteiro(A)",0,5.48,100,0,0,53,6,47,95.23,11.32,6,0,0,88.68,12,"Conclusão","Graduado"
760103,"Engenharia De Software","Noturno",2009,19,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Não Informado","Solteiro(A)",0,5.48,100,0,0,46,2,44,92.94,4.35,2,0,0,95.65,10,"Conclusão","Graduado"
760264,"Ciência Da Computação","Integral",2009,18,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Não Informado","Solteiro(A)",0,5.03,100,0,0,48,1,47,91.67,2.08,0,0,1,97.92,9,"Conclusão","Graduado"
760308,"Ciência Da Computação","Integral",2009,20,"Sim","Processo Seletivo","RI","Masculino","Pardo","Solteiro(A)",4.51,5.03,78.72,0,0,75,38,37,82.61,50.67,25,0,13,49.33,13,"Excluído","Excluído"
760485,"Sistemas De Informação","Noturno",2009,19,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Não Informado","Solteiro(A)",6.58,5.32,100,0,0,51,6,45,90.27,11.76,5,0,1,88.24,13,"Conclusão","Graduado"
760522,"Ciência Da Computação","Integral",2009,18,"Sim","Processo Seletivo","RI","Masculino","Não Informado","Solteiro(A)",5.83,5.03,100,0,0,60,13,47,90.47,21.67,13,0,0,78.33,12,"Conclusão","Graduado"
760530,"Engenharia De Software","Noturno",2009,19,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Não Informado","Solteiro(A)",5.42,5.48,100,0,0,62,18,44,86.95,29.03,12,0,6,70.97,15,"Conclusão","Graduado"
760535,"Engenharia De Software","Noturno",2009,19,"Sim","Processo Seletivo","Ampla Concorrência","Masculino","Não Informado","Solteiro(A)",6.2,5.48,100,0,0,61,8,53,90.28,13.11,5,0,3,86.89,12,"Conclusão","Graduado"
760556,"Engenharia De Software","Noturno",2009,31,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Não Informado","Solteiro(A)",3.61,5.48,30.31,1,0,53,35,18,81.71,66.04,25,0,10,33.96,14,"Excluído","Excluído"
760585,"Sistemas De Informação","Noturno",2009,17,"Sim","Processo Seletivo","RI","Masculino","Não Informado","Solteiro(A)",0,5.32,0,2,0,34,4,30,88.82,11.76,3,0,1,88.24,8,"Excluído","Excluído"
760588,"Ciência Da Computação","Integral",2009,18,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Não Informado","Solteiro(A)",0,5.03,100,0,0,51,5,46,90.26,9.8,4,0,1,90.2,9,"Conclusão","Graduado"
760594,"Ciência Da Computação","Integral",2009,18,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Não Informado","Solteiro(A)",4.22,5.03,100,4,0,96,52,44,74.53,54.17,36,0,16,45.83,19,"Conclusão","Graduado"
760610,"Ciência Da Computação","Integral",2009,24,"Sim","Processo Seletivo","Ampla Concorrência","Masculino","Pardo","Solteiro(A)",4.77,5.03,38.36,4,0,33,15,18,85.14,45.45,14,0,1,54.55,7,"Excluído","Excluído"
760624,"Sistemas De Informação","Noturno",2009,18,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Não Informado","Solteiro(A)",6.5,5.32,100,0,0,56,11,45,93.69,19.64,11,0,0,80.36,12,"Conclusão","Graduado"
760721,"Sistemas De Informação","Noturno",2009,20,"Sim","Processo Seletivo","RI","Feminino","Não Informado","Casado(A)",0,5.32,100,0,0,49,5,44,90.20,10.2,4,0,1,89.8,14,"Conclusão","Graduado"
760751,"Ciência Da Computação","Integral",2009,18,"Não","Processo Seletivo","Ampla Concorrência","Feminino","Branco","Solteiro(A)",0,5.03,0,1,0,5,4,1,81.25,80,3,0,1,20,1,"Mudança de curso","Excluído"
760756,"Sistemas De Informação","Noturno",2009,18,"Não","Processo Seletivo","Ampla Concorrência","Feminino","Não Informado","Solteiro(A)",0,5.32,100,1,0,46,1,45,89.29,2.17,0,0,1,97.83,8,"Conclusão","Graduado"
760793,"Engenharia De Software","Noturno",2009,24,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Não Informado","Solteiro(A)",0,5.48,100,0,0,44,6,38,88.28,13.64,6,0,0,86.36,11,"Conclusão","Graduado"
760800,"Sistemas De Informação","Noturno",2009,22,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Não Informado","Solteiro(A)",0,5.32,100,0,0,33,3,30,92.00,9.09,2,0,1,90.91,10,"Conclusão","Graduado"
760810,"Ciência Da Computação","Integral",2009,19,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Branco","Solteiro(A)",4.8,5.03,100,0,0,56,23,33,77.06,41.07,6,0,17,58.93,13,"Conclusão","Graduado"
760838,"Engenharia De Software","Noturno",2009,19,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Não Informado","Solteiro(A)",6.42,5.48,100,1,0,90,16,74,89.82,17.78,9,1,6,82.22,20,"Conclusão","Graduado"
760854,"Sistemas De Informação","Noturno",2009,22,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Não Informado","Solteiro(A)",0,5.32,100,0,0,47,3,44,93.93,6.38,3,0,0,93.62,11,"Conclusão","Graduado"
760867,"Ciência Da Computação","Integral",2009,19,"Não","Processo Seletivo","Ampla Concorrência","Feminino","Não Informado","Solteiro(A)",0,5.03,100,0,0,63,16,47,90.06,25.4,16,0,0,74.6,11,"Conclusão","Graduado"
760872,"Engenharia De Software","Noturno",2009,20,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Não Informado","Solteiro(A)",2.99,5.48,0,5,0,32,20,12,68.17,62.5,8,0,12,37.5,7,"Excluído","Excluído"
760874,"Engenharia De Software","Noturno",2009,21,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Não Informado","Solteiro(A)",0,5.48,100,0,0,58,13,45,83.24,22.41,5,0,8,77.59,12,"Conclusão","Graduado"
760875,"Engenharia De Software","Noturno",2009,22,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Não Informado","Solteiro(A)",6.57,5.48,100,0,0,51,5,46,88.48,9.8,4,0,1,90.2,14,"Conclusão","Graduado"
760942,"Sistemas De Informação","Noturno",2009,26,"Sim","Processo Seletivo","RI","Masculino","Não Informado","Casado(A)",0,5.32,100,0,0,45,0,45,92.14,0,0,0,0,100,8,"Conclusão","Graduado"
760945,"Sistemas De Informação","Noturno",2009,17,"Sim","Processo Seletivo","RI","Masculino","Pardo","Solteiro(A)",6.31,5.32,91.9,5,0,56,11,45,68.58,19.64,7,0,4,80.36,17,"Ativo","Ativo"
761194,"Ciência Da Computação","Integral",2009,22,"Não","Transferência","Ampla Concorrência","Masculino","Branco","Solteiro(A)",0,5.03,100,2,0,35,2,33,91.42,5.71,0,0,2,94.29,7,"Conclusão","Graduado"
761222,"Ciência Da Computação","Integral",2009,17,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Branco","Solteiro(A)",7.52,5.03,100,0,3.0,51,4,47,88.30,7.84,1,0,3,92.16,11,"Conclusão","Graduado"
761248,"Sistemas De Informação","Noturno",2009,18,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Branco","Solteiro(A)",6.5,5.32,100,0,0,54,10,44,94.01,18.52,7,0,3,81.48,14,"Conclusão","Graduado"
761249,"Ciência Da Computação","Integral",2009,18,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Não Informado","Solteiro(A)",7.47,5.03,100,0,0,56,7,49,90.68,12.5,5,0,2,87.5,11,"Conclusão","Graduado"
761257,"Sistemas De Informação","Noturno",2009,19,"Sim","Processo Seletivo","RI","Masculino","Não Informado","Solteiro(A)",6.6,5.32,100,3,0,64,17,47,94.59,26.56,17,0,0,73.44,15,"Conclusão","Graduado"
761260,"Ciência Da Computação","Integral",2009,18,"Sim","Processo Seletivo","RI","Masculino","Indígeno","Solteiro(A)",0,5.03,0,0,0,5,5,0,27.81,100,0,0,5,0,1,"Excluído","Excluído"
761284,"Ciência Da Computação","Integral",2009,18,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Branco","Solteiro(A)",5.14,5.03,93.61,4,0,63,19,44,80.66,30.16,6,0,13,69.84,13,"Excluído","Excluído"
761311,"Sistemas De Informação","Noturno",2009,18,"Sim","Processo Seletivo","Ampla Concorrência","Masculino","Amarelo","Casado(A)",0,5.32,100,0,0,44,0,44,95.44,0,0,0,0,100,9,"Conclusão","Graduado"
761312,"Sistemas De Informação","Noturno",2009,19,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Não Informado","Solteiro(A)",7.02,5.32,100,3,0,51,6,45,87.24,11.76,1,0,5,88.24,16,"Conclusão","Graduado"
761325,"Sistemas De Informação","Noturno",2009,19,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Não Informado","Solteiro(A)",7.01,5.32,100,0,0,50,4,46,93.05,8,3,1,0,92,10,"Conclusão","Graduado"
761326,"Sistemas De Informação","Noturno",2009,23,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Não Informado","Solteiro(A)",3.11,5.32,44.8,4,0,72,51,21,60.56,70.83,20,1,30,29.17,15,"Excluído","Excluído"
761330,"Ciência Da Computação","Integral",2009,17,"Sim","Processo Seletivo","RI","Feminino","Preto","Solteiro(A)",0,5.03,0,1,0,14,11,3,73.44,78.57,8,0,3,21.43,3,"Excluído","Excluído"
761331,"Ciência Da Computação","Integral",2009,27,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Não Informado","Solteiro(A)",0,5.03,0,4,0,4,0,4,98.28,0,0,0,0,100,2,"Excluído","Excluído"
761357,"Ciência Da Computação","Integral",2009,17,"Não","Processo Seletivo","Ampla Concorrência","Feminino","Não Informado","Solteiro(A)",2.88,5.03,32.91,4,0,45,30,15,56.74,66.67,13,0,17,33.33,10,"Excluído","Excluído"
761364,"Sistemas De Informação","Noturno",2009,19,"Sim","Processo Seletivo","Ampla Concorrência","Masculino","Não Informado","Casado(A)",7.5,5.32,100,1,0,48,2,46,94.13,4.17,2,0,0,95.83,13,"Conclusão","Graduado"
761396,"Engenharia De Software","Noturno",2009,19,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Não Informado","Solteiro(A)",0,5.48,0,0,0,15,13,2,61.15,86.67,4,0,9,13.33,3,"Excluído","Excluído"
761397,"Engenharia De Software","Noturno",2009,20,"Sim","Processo Seletivo","RI","Masculino","Não Informado","Casado(A)",7.62,5.48,100,0,0,44,0,44,90.38,0,0,0,0,100,8,"Conclusão","Graduado"
761416,"Ciência Da Computação","Integral",2009,18,"Sim","Processo Seletivo","RI","Masculino","Não Informado","Solteiro(A)",6.09,5.03,100,0,0,61,14,47,85.86,22.95,8,0,6,77.05,12,"Conclusão","Graduado"
761478,"Sistemas De Informação","Noturno",2009,38,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Pardo","Solteiro(A)",0,5.32,0,0,0,5,5,0,39.38,100,0,0,5,0,1,"Excluído","Excluído"
761484,"Sistemas De Informação","Noturno",2009,18,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Não Informado","Solteiro(A)",0,5.32,100,0,0,44,0,44,96.92,0,0,0,0,100,9,"Conclusão","Graduado"
761496,"Engenharia De Software","Noturno",2009,28,"Sim","Processo Seletivo","RI","Masculino","Não Informado","Solteiro(A)",0,5.48,100,0,0,50,5,45,92.00,10,5,0,0,90,12,"Conclusão","Graduado"
761500,"Ciência Da Computação","Integral",2009,29,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Não Informado","Solteiro(A)",0,5.03,0,3,0,7,6,1,74.65,85.71,0,0,6,14.29,2,"Excluído","Excluído"
761507,"Sistemas De Informação","Noturno",2009,24,"Sim","Processo Seletivo","RI","Masculino","Branco","Solteiro(A)",6.24,5.32,100,4,0,51,9,42,82.02,17.65,4,0,5,82.35,15,"Conclusão","Graduado"
761576,"Sistemas De Informação","Noturno",2009,22,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Não Informado","Solteiro(A)",0,5.32,0,2,0,34,6,28,87.13,17.65,5,0,1,82.35,7,"Excluído","Excluído"
761611,"Sistemas De Informação","Noturno",2009,20,"Sim","Processo Seletivo","RI","Masculino","Preto","Solteiro(A)",5.29,5.32,100,0,0,64,20,44,85.66,31.25,16,0,4,68.75,17,"Conclusão","Graduado"
761612,"Sistemas De Informação","Noturno",2009,21,"Sim","Processo Seletivo","RI","Masculino","Não Informado","Solteiro(A)",0,5.32,100,0,0,45,0,45,93.53,0,0,0,0,100,8,"Conclusão","Graduado"
