"id_discente","curso","turno","ano_ingresso","idade_ingresso","escola_publica","forma_ingresso","acao_afirmativa","sexo","cor_raca","estado_civil","media_global_aluno","media_global_curso","percentual_integralizado","trancamentos","mobilidade","total_componentes","total_reprovacao","total_aprovacao","percentagem_frequencia","percentagem_reprovacao","reprovacoes_rm","reprovacoes_rf","reprovacoes_rmf","percentagem_aprovacao","qtd_semestres","motivo_inativacao","status"
769232,"Ciência Da Computação","Integral",2010,20,"Sim","Processo Seletivo","Ampla Concorrência","Masculino","Branco","Solteiro(A)",6.31,5.03,100,0,0,62,16,46,96.42,25.81,16,0,0,74.19,11,"Conclusão","Graduado"
769233,"Ciência Da Computação","Integral",2010,19,"Não","Processo Seletivo","Ampla Concorrência","Feminino","Não Informado","Solteiro(A)",0,5.03,0,0,0,5,5,0,0.00,100,0,0,5,0,1,"Excluído","Excluído"
769235,"Sistemas De Informação","Noturno",2010,20,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Branco","Solteiro(A)",0,5.32,0,1,0,17,12,5,64.71,70.59,4,0,8,29.41,4,"Excluído","Excluído"
769236,"Sistemas De Informação","Noturno",2010,20,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Não Informado","Solteiro(A)",5.32,5.32,100,0,0,73,30,43,86.50,41.1,25,0,5,58.9,18,"Conclusão","Graduado"
769239,"Ciência Da Computação","Integral",2010,17,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Branco","Solteiro(A)",0,5.03,0,0,0,42,23,19,79.94,54.76,14,0,9,45.24,8,"Excluído","Excluído"
769301,"Ciência Da Computação","Integral",2010,23,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Pardo","Solteiro(A)",6.34,5.03,100,0,2.0,52,7,45,88.24,13.46,4,0,3,86.54,10,"Conclusão","Graduado"
769309,"Engenharia De Software","Noturno",2010,22,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Não Informado","Solteiro(A)",6.56,5.48,100,1,0,47,5,42,90.60,10.64,4,0,1,89.36,10,"Conclusão","Graduado"
769311,"Ciência Da Computação","Integral",2010,19,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Não Informado","Solteiro(A)",0,5.03,100,0,0,43,4,39,91.19,9.3,4,0,0,90.7,8,"Conclusão","Graduado"
769314,"Engenharia De Software","Noturno",2010,20,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Não Informado","Solteiro(A)",0,5.48,0,3,0,14,5,9,83.26,35.71,3,0,2,64.29,4,"Excluído","Excluído"
769347,"Sistemas De Informação","Noturno",2010,18,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Não Informado","Solteiro(A)",0,5.32,0,2,0,12,10,2,66.45,83.33,6,0,4,16.67,3,"Excluído","Excluído"
769453,"Engenharia De Software","Noturno",2010,25,"Não","Portador De Diploma","Ampla Concorrência","Feminino","Não Informado","Solteiro(A)",6.94,5.48,100,0,0,52,7,45,89.85,13.46,7,0,0,86.54,11,"Conclusão","Graduado"
769463,"Sistemas De Informação","Noturno",2010,20,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Não Informado","Solteiro(A)",4.45,5.32,41.6,2,0,39,19,20,85.99,48.72,14,0,5,51.28,9,"Excluído","Excluído"
769464,"Sistemas De Informação","Noturno",2010,19,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Não Informado","Solteiro(A)",6.03,5.32,100,0,0,54,10,44,86.51,18.52,7,0,3,81.48,13,"Conclusão","Graduado"
769465,"Sistemas De Informação","Noturno",2010,19,"Sim","Processo Seletivo","RI","Masculino","Não Informado","Solteiro(A)",0,5.32,0,4,0,0,0,0,0.00,0,0,0,0,0,0,"Transferência","Excluído"
769674,"Ciência Da Computação","Integral",2010,19,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Não Informado","Solteiro(A)",3.15,5.03,0,0,0,47,29,18,72.04,61.7,13,0,16,38.3,9,"Excluído","Excluído"
769774,"Engenharia De Software","Noturno",2010,19,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Não Informado","Solteiro(A)",2.31,5.48,8,2,0,35,26,9,60.36,74.29,8,0,18,25.71,8,"Excluído","Excluído"
769826,"Engenharia De Software","Noturno",2010,19,"Sim","Processo Seletivo","RI","Masculino","Não Informado","Solteiro(A)",5.28,5.48,100,4,0,72,28,44,79.38,38.89,18,1,9,61.11,18,"Conclusão","Graduado"
769833,"Engenharia De Software","Noturno",2010,18,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Não Informado","Solteiro(A)",5.98,5.48,100,0,0,55,11,44,88.89,20,8,0,3,80,13,"Conclusão","Graduado"
769834,"Engenharia De Software","Noturno",2010,18,"Sim","Processo Seletivo","Ampla Concorrência","Masculino","Pardo","Solteiro(A)",0,5.48,0,1,0,16,13,3,78.19,81.25,9,0,4,18.75,4,"Excluído","Excluído"
769835,"Engenharia De Software","Noturno",2010,18,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Não Informado","Solteiro(A)",5.37,5.48,76.12,0,0,50,13,37,73.00,26,1,0,12,74,10,"Excluído","Excluído"
769836,"Engenharia De Software","Noturno",2010,18,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Não Informado","Solteiro(A)",7.44,5.48,100,0,0,48,3,45,91.70,6.25,2,1,0,93.75,11,"Conclusão","Graduado"
769837,"Engenharia De Software","Noturno",2010,18,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Não Informado","Solteiro(A)",0,5.48,0,0,0,5,5,0,23.13,100,0,1,4,0,1,"Excluído","Excluído"
769838,"Ciência Da Computação","Integral",2010,18,"Sim","Processo Seletivo","Ampla Concorrência","Masculino","Não Informado","Solteiro(A)",7.37,5.03,100,0,0,50,4,46,91.31,8,2,0,2,92,10,"Conclusão","Graduado"
769839,"Ciência Da Computação","Integral",2010,19,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Não Informado","Solteiro(A)",0,5.03,100,0,0,49,3,46,94.61,6.12,2,0,1,93.88,9,"Conclusão","Graduado"
769840,"Ciência Da Computação","Integral",2010,18,"Sim","Processo Seletivo","Ampla Concorrência","Masculino","Pardo","Solteiro(A)",0,5.03,0,1,0,33,15,18,78.51,45.45,10,0,5,54.55,7,"Excluído","Excluído"
769841,"Ciência Da Computação","Integral",2010,18,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Não Informado","Solteiro(A)",7.2,5.03,100,0,0,48,2,46,94.47,4.17,2,0,0,95.83,9,"Conclusão","Graduado"
769842,"Ciência Da Computação","Integral",2010,20,"Sim","Processo Seletivo","Ampla Concorrência","Masculino","Não Informado","Solteiro(A)",0,5.03,100,0,0,46,2,44,90.69,4.35,2,0,0,95.65,8,"Conclusão","Graduado"
769868,"Engenharia De Software","Noturno",2010,33,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Não Informado","Solteiro(A)",0,5.48,0,1,0,11,6,5,75.57,54.55,2,0,4,45.45,2,"Excluído","Excluído"
769873,"Sistemas De Informação","Noturno",2010,18,"Não","Processo Seletivo","Ampla Concorrência","Feminino","Não Informado","Solteiro(A)",0,5.32,0,1,0,14,9,5,76.94,64.29,5,0,4,35.71,4,"Excluído","Excluído"
769888,"Engenharia De Software","Noturno",2010,27,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Não Informado","Solteiro(A)",0,5.48,0,0,0,19,17,2,22.70,89.47,1,1,15,10.53,5,"Excluído","Excluído"
769889,"Engenharia De Software","Noturno",2010,23,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Não Informado","Solteiro(A)",6,5.48,100,0,0,53,10,43,88.15,18.87,7,0,3,81.13,13,"Conclusão","Graduado"
769921,"Engenharia De Software","Noturno",2010,19,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Não Informado","Solteiro(A)",0,5.48,0,1,0,30,21,9,64.79,70,4,0,17,30,6,"Excluído","Excluído"
769922,"Engenharia De Software","Noturno",2010,18,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Não Informado","Solteiro(A)",0,5.48,0,2,0,15,10,5,86.67,66.67,8,0,2,33.33,3,"Excluído","Excluído"
769971,"Sistemas De Informação","Noturno",2010,18,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Branco","Solteiro(A)",4.85,5.32,100,0,0,74,29,45,74.84,39.19,9,0,20,60.81,17,"Conclusão","Graduado"
769976,"Sistemas De Informação","Noturno",2010,20,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Não Informado","Solteiro(A)",4.1,5.32,41.6,3,0,44,24,20,67.58,54.55,10,0,14,45.45,12,"Excluído","Excluído"
769984,"Sistemas De Informação","Noturno",2010,19,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Não Informado","Solteiro(A)",6.18,5.32,100,0,0,59,12,47,87.97,20.34,9,0,3,79.66,16,"Conclusão","Graduado"
770044,"Sistemas De Informação","Noturno",2010,18,"Sim","Processo Seletivo","RI","Masculino","Não Informado","Solteiro(A)",7.48,5.32,100,0,0,45,1,44,91.89,2.22,1,0,0,97.78,9,"Conclusão","Graduado"
770045,"Sistemas De Informação","Noturno",2010,19,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Não Informado","Solteiro(A)",6.68,5.32,100,0,0,48,2,46,89.31,4.17,1,0,1,95.83,9,"Conclusão","Graduado"
770046,"Sistemas De Informação","Noturno",2010,17,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Não Informado","Solteiro(A)",0,5.32,0,3,0,14,8,6,90.89,57.14,8,0,0,42.86,3,"Excluído","Excluído"
770048,"Ciência Da Computação","Integral",2010,19,"Sim","Processo Seletivo","RI","Masculino","Pardo","Solteiro(A)",3.62,5.03,72.34,2,0,99,62,37,93.70,62.63,61,0,1,37.37,19,"Ativo","Ativo"
770051,"Ciência Da Computação","Integral",2010,19,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Branco","Solteiro(A)",0,5.03,0,4,0,8,6,2,66.02,75,3,0,3,25,2,"Excluído","Excluído"
770052,"Ciência Da Computação","Integral",2010,19,"Sim","Processo Seletivo","RI","Masculino","Não Informado","Solteiro(A)",7.92,5.03,100,0,0,47,1,46,96.74,2.13,1,0,0,97.87,8,"Conclusão","Graduado"
770053,"Ciência Da Computação","Integral",2010,20,"Não","Processo Seletivo","Ampla Concorrência","Feminino","Pardo","Solteiro(A)",5.21,5.03,100,0,0,67,24,43,80.56,35.82,17,0,7,64.18,14,"Conclusão","Graduado"
770117,"Engenharia De Software","Noturno",2010,19,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Não Informado","Solteiro(A)",7.97,5.48,100,0,0,41,1,40,95.00,2.44,1,0,0,97.56,11,"Conclusão","Graduado"
770246,"Ciência Da Computação","Integral",2010,18,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Pardo","Solteiro(A)",5.57,5.03,61.7,1,0,48,16,32,79.87,33.33,4,0,12,66.67,9,"Excluído","Excluído"
770409,"Engenharia De Software","Noturno",2010,20,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Branco","Solteiro(A)",1.74,5.48,0,1,0,32,28,4,50.59,87.5,6,0,22,12.5,7,"Excluído","Excluído"
770410,"Engenharia De Software","Noturno",2010,17,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Não Informado","Solteiro(A)",0,5.48,0,1,0,30,19,11,67.08,63.33,9,0,10,36.67,6,"Excluído","Excluído"
770615,"Engenharia De Software","Noturno",2010,24,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Não Informado","Casado(A)",0,5.48,0,2,0,5,2,3,78.13,40,1,0,1,60,1,"Excluído","Excluído"
770616,"Engenharia De Software","Noturno",2010,19,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Não Informado","Solteiro(A)",0,5.48,0,1,0,5,4,1,55.00,80,1,0,3,20,1,"Excluído","Excluído"
770618,"Engenharia De Software","Noturno",2010,17,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Não Informado","Solteiro(A)",0,5.48,0,0,0,5,5,0,57.50,100,2,0,3,0,1,"Excluído","Excluído"
770619,"Engenharia De Software","Noturno",2010,18,"Não","Processo Seletivo","Ampla Concorrência","Feminino","Não Informado","Solteiro(A)",0,5.48,100,0,0,48,2,46,92.48,4.17,1,0,1,95.83,9,"Conclusão","Graduado"
770620,"Ciência Da Computação","Integral",2010,19,"Sim","Processo Seletivo","Ampla Concorrência","Masculino","Branco","Solteiro(A)",0,5.03,0,0,0,20,10,10,80.70,50,5,0,5,50,4,"Excluído","Excluído"
770621,"Ciência Da Computação","Integral",2010,19,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Não Informado","Solteiro(A)",0,5.03,0,0,0,5,5,0,66.25,100,2,0,3,0,1,"Excluído","Excluído"
770661,"Ciência Da Computação","Integral",2010,18,"Sim","Processo Seletivo","RI","Masculino","Não Informado","Solteiro(A)",0,5.03,0,0,0,5,5,0,3.13,100,0,0,5,0,1,"Excluído","Excluído"
770764,"Sistemas De Informação","Noturno",2010,19,"Não","Processo Seletivo","Ampla Concorrência","Feminino","Não Informado","Solteiro(A)",5.32,5.32,93.76,0,0,72,26,46,75.88,36.11,16,0,10,63.89,20,"Ativo","Ativo"
770769,"Ciência Da Computação","Integral",2010,20,"Não","Processo Seletivo","Ampla Concorrência","Feminino","Não Informado","Solteiro(A)",0,5.03,0,0,0,18,15,3,50.18,83.33,5,0,10,16.67,5,"Excluído","Excluído"
770772,"Sistemas De Informação","Noturno",2010,18,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Não Informado","Solteiro(A)",6.47,5.32,100,0,0,49,4,45,92.91,8.16,4,0,0,91.84,10,"Conclusão","Graduado"
770808,"Ciência Da Computação","Integral",2010,18,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Não Informado","Solteiro(A)",7.53,5.03,100,0,0,49,3,46,92.32,6.12,3,0,0,93.88,9,"Conclusão","Graduado"
770809,"Sistemas De Informação","Noturno",2010,18,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Não Informado","Solteiro(A)",6.89,5.32,100,0,0,48,4,44,90.92,8.33,2,0,2,91.67,11,"Conclusão","Graduado"
770813,"Ciência Da Computação","Integral",2010,18,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Branco","Solteiro(A)",6.64,5.03,100,2,0,59,13,46,85.70,22.03,7,0,6,77.97,11,"Conclusão","Graduado"
770814,"Ciência Da Computação","Integral",2010,18,"Sim","Processo Seletivo","RI","Masculino","Preto","Solteiro(A)",3.76,5.03,42.48,1,0,51,31,20,79.63,60.78,21,0,10,39.22,12,"Excluído","Excluído"
770815,"Ciência Da Computação","Integral",2010,17,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Branco","Solteiro(A)",6.24,5.03,100,0,0,57,10,47,89.25,17.54,8,0,2,82.46,12,"Conclusão","Graduado"
770816,"Ciência Da Computação","Integral",2010,24,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Não Informado","Solteiro(A)",0,5.03,0,0,0,5,4,1,80.94,80,1,0,3,20,3,"Excluído","Excluído"
770821,"Ciência Da Computação","Integral",2010,17,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Branco","Solteiro(A)",5.26,5.03,43.61,1,2.0,36,12,24,93.33,33.33,12,0,0,66.67,7,"Excluído","Excluído"
770822,"Ciência Da Computação","Integral",2010,19,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Não Informado","Solteiro(A)",4.84,5.03,67.02,2,0,50,20,30,82.08,40,13,0,7,60,12,"Excluído","Excluído"
770872,"Sistemas De Informação","Noturno",2011,21,"Sim","Processo Seletivo","Ampla Concorrência","Masculino","Branco","Solteiro(A)",5.24,5.32,100,0,0,65,22,43,81.24,33.85,12,0,10,66.15,16,"Conclusão","Graduado"
770878,"Sistemas De Informação","Noturno",2011,20,"Sim","Transferência","Ampla Concorrência","Masculino","Não Informado","Solteiro(A)",6.85,5.32,100,0,0,40,3,37,90.37,7.5,1,0,2,92.5,8,"Conclusão","Graduado"
770901,"Ciência Da Computação","Integral",2011,18,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Não Informado","Solteiro(A)",4.06,5.03,36.17,0,0,57,39,18,91.83,68.42,39,0,0,31.58,12,"Excluído","Excluído"
770907,"Engenharia De Software","Noturno",2011,18,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Pardo","Solteiro(A)",5.51,5.48,100,1,0,60,18,42,87.90,30,16,0,2,70,14,"Conclusão","Graduado"
770908,"Ciência Da Computação","Integral",2011,19,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Pardo","Solteiro(A)",6.05,5.03,100,0,0,58,13,45,88.35,22.41,12,0,1,77.59,12,"Conclusão","Graduado"
770909,"Ciência Da Computação","Integral",2011,18,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Branco","Solteiro(A)",3.39,5.03,35.1,0,0,58,41,17,71.53,70.69,23,0,18,29.31,10,"Mudança de curso","Excluído"
770922,"Engenharia De Software","Noturno",2011,18,"Não","Processo Seletivo","Ampla Concorrência","Feminino","Branco","Solteiro(A)",0,5.48,0,0,0,11,5,6,92.47,45.45,5,0,0,54.55,2,"Excluído","Excluído"
770950,"Ciência Da Computação","Integral",2011,22,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Não Informado","Solteiro(A)",4.22,5.03,86.17,0,0,93,49,44,75.79,52.69,26,0,23,47.31,20,"Ativo","Ativo"
771069,"Sistemas De Informação","Noturno",2011,21,"Sim","Processo Seletivo","Ampla Concorrência","Feminino","Branco","Solteiro(A)",7.41,5.32,100,0,0,48,4,44,93.53,8.33,4,0,0,91.67,12,"Conclusão","Graduado"
771082,"Sistemas De Informação","Noturno",2011,18,"Sim","Processo Seletivo","RI","Masculino","Branco","Solteiro(A)",5.92,5.32,96.5,4,0,58,15,43,77.92,25.86,3,0,12,74.14,16,"Ativo","Ativo"
771083,"Sistemas De Informação","Noturno",2011,18,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Branco","Solteiro(A)",5.12,5.32,92.8,1,0,76,35,41,80.49,46.05,24,0,11,53.95,19,"Ativo","Ativo"
771226,"Ciência Da Computação","Integral",2011,19,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Não Informado","Solteiro(A)",4.54,5.03,32.97,4,0,36,20,16,93.14,55.56,20,0,0,44.44,8,"Excluído","Excluído"
771355,"Sistemas De Informação","Noturno",2011,18,"Sim","Processo Seletivo","RI","Masculino","Não Informado","Solteiro(A)",5.84,5.32,100,5,0,57,14,43,84.56,24.56,10,0,4,75.44,15,"Conclusão","Graduado"
771545,"Sistemas De Informação","Noturno",2011,21,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Não Informado","Solteiro(A)",0,5.32,0,0,0,5,4,1,78.13,80,2,0,2,20,1,"Excluído","Excluído"
771546,"Sistemas De Informação","Noturno",2011,26,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Não Informado","Solteiro(A)",6.42,5.32,44.8,2,0,29,9,20,80.50,31.03,4,0,5,68.97,7,"Excluído","Excluído"
771548,"Sistemas De Informação","Noturno",2011,18,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Não Informado","Solteiro(A)",2.71,5.32,25.6,2,0,38,26,12,52.92,68.42,6,0,20,31.58,9,"Excluído","Excluído"
771582,"Sistemas De Informação","Noturno",2011,19,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Não Informado","Solteiro(A)",0,5.32,0,1,0,13,9,4,67.47,69.23,4,0,5,30.77,3,"Excluído","Excluído"
771621,"Ciência Da Computação","Integral",2011,19,"Não","Processo Seletivo","Ampla Concorrência","Feminino","Não Informado","Solteiro(A)",6,5.03,100,0,5.0,58,16,42,91.63,27.59,16,0,0,72.41,14,"Conclusão","Graduado"
771622,"Ciência Da Computação","Integral",2011,17,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Branco","Casado(A)",5.16,5.03,100,1,0,72,29,43,85.31,40.28,25,0,4,59.72,17,"Ativo","Ativo"
771624,"Sistemas De Informação","Noturno",2011,18,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Não Informado","Solteiro(A)",0,5.32,0,0,0,13,11,2,47.96,84.62,3,0,8,15.38,3,"Excluído","Excluído"
771626,"Sistemas De Informação","Noturno",2011,18,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Não Informado","Solteiro(A)",2.85,5.32,21.33,1,0,25,16,9,69.76,64,4,0,12,36,7,"Excluído","Excluído"
771632,"Ciência Da Computação","Integral",2011,18,"Sim","Processo Seletivo","RI","Masculino","Branco","Solteiro(A)",6.36,5.03,100,0,0,52,11,41,82.62,21.15,11,0,0,78.85,11,"Conclusão","Graduado"
771633,"Ciência Da Computação","Integral",2011,17,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Não Informado","Solteiro(A)",0,5.03,0,1,0,11,10,1,69.04,90.91,6,0,4,9.09,3,"Excluído","Excluído"
771634,"Ciência Da Computação","Integral",2011,18,"Sim","Processo Seletivo","Ampla Concorrência","Masculino","Pardo","Solteiro(A)",0,5.03,0,0,0,5,5,0,30.63,100,0,0,5,0,1,"Excluído","Excluído"
771677,"Ciência Da Computação","Integral",2011,27,"Sim","Processo Seletivo","RI","Masculino","Pardo","Solteiro(A)",0,5.03,0,4,0,9,8,1,93.06,88.89,3,0,5,11.11,2,"Excluído","Excluído"
771738,"Ciência Da Computação","Integral",2011,18,"Sim","Processo Seletivo","RI","Masculino","Pardo","Solteiro(A)",2.26,5.03,12.76,3,0,26,20,6,71.34,76.92,11,0,9,23.08,7,"Excluído","Excluído"
771739,"Engenharia De Software","Noturno",2011,18,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Branco","Solteiro(A)",4.54,5.48,100,1,0,81,41,40,84.52,50.62,31,0,10,49.38,17,"Conclusão","Graduado"
771742,"Engenharia De Software","Noturno",2011,18,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Branco","Solteiro(A)",0,5.48,0,0,0,38,28,10,72.66,73.68,15,0,13,26.32,9,"Excluído","Excluído"
771744,"Engenharia De Software","Noturno",2011,18,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Branco","Solteiro(A)",4.16,5.48,38,4,0,33,14,19,71.64,42.42,7,0,7,57.58,6,"Excluído","Excluído"
771745,"Ciência Da Computação","Integral",2011,18,"Não","Processo Seletivo","Ampla Concorrência","Feminino","Branco","Solteiro(A)",6.81,5.03,100,0,0,50,6,44,89.95,12,6,0,0,88,12,"Conclusão","Graduado"
771746,"Ciência Da Computação","Integral",2011,19,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Não Informado","Solteiro(A)",0,5.03,0,1,0,5,2,3,95.94,40,2,0,0,60,1,"Excluído","Excluído"
771747,"Ciência Da Computação","Integral",2011,22,"Sim","Processo Seletivo","RI","Masculino","Não Informado","Solteiro(A)",5.41,5.03,58.51,2,0,41,13,28,90.93,31.71,12,0,1,68.29,8,"Excluído","Excluído"
771795,"Engenharia De Software","Noturno",2011,18,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Não Informado","Solteiro(A)",7.4,5.48,100,0,0,46,2,44,93.89,4.35,2,0,0,95.65,10,"Conclusão","Graduado"
771803,"Ciência Da Computação","Integral",2011,21,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Não Informado","Solteiro(A)",0,5.03,0,1,0,19,16,3,60.86,84.21,8,0,8,15.79,5,"Excluído","Excluído"
771827,"Engenharia De Software","Noturno",2011,21,"Não","Transferência","Ampla Concorrência","Masculino","Não Informado","Solteiro(A)",4.55,5.48,92,2,0,81,40,41,71.57,49.38,18,0,22,50.62,20,"Excluído","Excluído"
771910,"Sistemas De Informação","Noturno",2011,19,"Sim","Processo Seletivo","RI","Masculino","Branco","Solteiro(A)",6.33,5.32,100,0,0,55,13,42,90.05,23.64,11,0,2,76.36,15,"Conclusão","Graduado"
771914,"Sistemas De Informação","Noturno",2011,18,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Branco","Solteiro(A)",2.72,5.32,10.66,3,0,25,20,5,75.32,80,9,0,11,20,5,"Excluído","Excluído"
771915,"Sistemas De Informação","Noturno",2011,19,"Sim","Processo Seletivo","Ampla Concorrência","Masculino","Pardo","Solteiro(A)",4.88,5.32,100,0,0,75,33,42,85.64,44,25,0,8,56,16,"Conclusão","Graduado"
772011,"Engenharia De Software","Noturno",2011,19,"Sim","Processo Seletivo","RI","Masculino","Branco","Solteiro(A)",3.48,5.48,34,4,0,36,19,17,77.04,52.78,9,0,10,47.22,7,"Excluído","Excluído"
772038,"Engenharia De Software","Noturno",2011,19,"Sim","Processo Seletivo","Ampla Concorrência","Masculino","Pardo","Casado(A)",8.67,5.48,100,0,0,44,0,44,98.15,0,0,0,0,100,9,"Conclusão","Graduado"
772039,"Engenharia De Software","Noturno",2011,18,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Não Informado","Solteiro(A)",8.21,5.48,100,0,0,44,0,44,93.96,0,0,0,0,100,8,"Conclusão","Graduado"
772050,"Sistemas De Informação","Noturno",2011,19,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Preto","Solteiro(A)",0,5.32,0,1,0,7,4,3,73.22,57.14,3,0,1,42.86,3,"Excluído","Excluído"
772093,"Engenharia De Software","Noturno",2011,19,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Branco","Solteiro(A)",1.48,5.48,0,1,0,25,22,3,73.56,88,10,0,12,12,6,"Excluído","Excluído"
772231,"Sistemas De Informação","Noturno",2011,18,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Pardo","Solteiro(A)",6.73,5.32,100,0,0,48,6,42,87.56,12.5,4,0,2,87.5,11,"Conclusão","Graduado"
772362,"Sistemas De Informação","Noturno",2011,32,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Branco","Casado(A)",0,5.32,0,2,0,9,2,7,90.11,22.22,2,0,0,77.78,2,"Excluído","Excluído"
772363,"Sistemas De Informação","Noturno",2011,17,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Não Informado","Solteiro(A)",2.5,5.32,18.13,1,0,42,33,9,59.50,78.57,13,0,20,21.43,13,"Excluído","Excluído"
772364,"Sistemas De Informação","Noturno",2011,19,"Sim","Processo Seletivo","RI","Feminino","Não Informado","Solteiro(A)",2.45,5.32,23.06,4,0,40,29,11,56.92,72.5,8,0,21,27.5,9,"Excluído","Excluído"
772388,"Sistemas De Informação","Noturno",2011,19,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Não Informado","Solteiro(A)",4.4,5.32,39.46,4,0,50,20,30,86.24,40,14,0,6,60,11,"Excluído","Excluído"
772418,"Sistemas De Informação","Noturno",2011,18,"Não","Processo Seletivo","Ampla Concorrência","Feminino","Não Informado","Solteiro(A)",0,5.32,0,1,0,15,8,7,66.15,53.33,3,0,5,46.67,3,"Excluído","Excluído"
772455,"Engenharia De Software","Noturno",2011,23,"Sim","Processo Seletivo","RI","Masculino","Não Informado","Solteiro(A)",4.66,5.48,61.75,4,0,62,27,35,76.37,43.55,11,0,16,56.45,16,"Excluído","Excluído"
772460,"Ciência Da Computação","Integral",2011,18,"Não","Processo Seletivo","Ampla Concorrência","Masculino","Não Informado","Solteiro(A)",0,5.03,0,1,0,12,11,1,48.57,91.67,4,0,7,8.33,3,"Excluído","Excluído"
772461,"Ciência Da Computação","Integral",2011,19,"Sim","Processo Seletivo","RI","Masculino","Preto","Solteiro(A)",5.67,5.03,100,0,0,67,23,44,84.99,34.33,16,0,7,65.67,14,"Conclusão","Graduado"
772571,"Ciência Da Computação","Integral",2011,18,"Sim","Processo Seletivo","Ampla Concorrência","Masculino","Pardo","Solteiro(A)",0,5.03,0,1,0,12,7,5,69.53,58.33,3,0,4,41.67,3,"Excluído","Excluído"
