id_discente;curso;turno;ano_ingresso;idade_ingresso;escola_publica;forma_ingresso;acao_afirmativa;sexo;cor_raca;estado_civil;media_global_aluno;media_global_curso;percentual_integralizado;trancamentos;mobilidade;total_componentes;total_reprovacao;total_aprovacao;percentagem_frequencia;percentagem_reprovacao;reprovacoes_rm;reprovacoes_rf;reprovacoes_rmf;percentagem_aprovacao;qtd_semestres;motivo_inativacao;status;faixa_etaria;acao_afirmativa_
792503;Ciência Da Computação;Integral;2014;21;Não;Sisu;Ampla Concorrência;Masculino;Preto;Solteiro(A);3.91;5.03;42.85;1;0.0;50;31;19;65.92;62.0;11;0;20;38.0;10;Ativo;Ativo;Entre 19 e 21;0
792638;Ciência Da Computação;Integral;2014;19;Sim;Processo Seletivo;Ampla Concorrência;Masculino;Pardo;Solteiro(A);7.86;5.03;100.0;0;0.0;48;2;46;87.89;4.17;2;0;0;95.83;9;Conclusão;Graduado;Entre 19 e 21;0
792639;Ciência Da Computação;Integral;2014;18;Sim;Processo Seletivo;Ampla Concorrência;Masculino;Branco;Solteiro(A);6.38;5.03;100.0;0;0.0;55;13;42;91.08;23.64;13;0;0;76.36;10;Conclusão;Graduado;Até 18;0
792716;Engenharia De Software;Noturno;2014;33;Sim;Sisu;Ampla Concorrência;Masculino;Branco;Solteiro(A);0.31;5.48;0.0;1;0.0;15;15;0;31.88;100.0;1;0;14;0.0;4;Excluído;Excluído;Entre 31 e 40;0
792723;Ciência Da Computação;Integral;2014;17;Sim;Processo Seletivo;RS-PPI;Feminino;Pardo;Solteiro(A);5.83;5.03;100.0;0;0.0;66;25;41;81.27;37.88;21;0;4;62.12;17;Conclusão;Graduado;Até 18;1
792734;Sistemas De Informação;Noturno;2014;21;Não;Processo Seletivo;Ampla Concorrência;Masculino;Pardo;Solteiro(A);6.33;5.32;88.0;0;0.0;46;14;32;82.52;30.43;7;0;7;69.57;12;Ativo;Ativo;Entre 19 e 21;0
792799;Ciência Da Computação;Integral;2014;17;Não;Processo Seletivo;Ampla Concorrência;Masculino;Branco;Solteiro(A);6.0;5.03;97.87;1;0.0;55;19;36;79.19;34.55;17;0;2;65.45;13;Ativo;Ativo;Até 18;0
792872;Sistemas De Informação;Noturno;2014;30;Sim;Processo Seletivo;Ampla Concorrência;Masculino;Preto;Solteiro(A);6.51;5.32;100.0;0;0.0;57;12;45;91.27;21.05;11;0;1;78.95;13;Ativo;Ativo;Entre 28 e 30;0
792885;Sistemas De Informação;Noturno;2014;21;Não;Processo Seletivo;Ampla Concorrência;Masculino;Branco;Solteiro(A);4.44;5.32;72.93;1;0.0;35;17;18;64.42;48.57;1;0;16;51.43;10;Ativo;Ativo;Entre 19 e 21;0
792887;Ciência Da Computação;Integral;2014;22;Não;Sisu;Ampla Concorrência;Masculino;Não Informado;Solteiro(A);0.0;5.03;0.0;0;0.0;0;0;0;0.0;0.0;0;0;0;0.0;0;Excluído;Excluído;Entre 21 e 24;0
792910;Ciência Da Computação;Integral;2014;24;Sim;Processo Seletivo;RS-PPI;Masculino;Pardo;Solteiro(A);3.32;5.03;20.21;1;0.0;39;29;10;64.47;74.36;10;1;18;25.64;9;Ativo;Ativo;Entre 21 e 24;1
792949;Sistemas De Informação;Noturno;2014;19;Sim;Sisu;RS-PPI;Masculino;Pardo;Solteiro(A);6.5;5.32;100.0;0;0.0;55;13;42;83.09;23.64;11;0;2;76.36;11;Conclusão;Graduado;Entre 19 e 21;1
792980;Ciência Da Computação;Integral;2014;18;Não;Sisu;Ampla Concorrência;Masculino;Pardo;Solteiro(A);0.0;5.03;0.0;0;0.0;0;0;0;0.0;0.0;0;0;0;0.0;0;Excluído;Excluído;Até 18;0
793052;Engenharia De Software;Noturno;2014;18;Não;Sisu;Ampla Concorrência;Feminino;Não Informado;Solteiro(A);4.94;5.48;14.0;1;0.0;13;6;7;87.26;46.15;4;0;2;53.85;3;Excluído;Excluído;Até 18;0
793093;Ciência Da Computação;Integral;2014;19;Não;Sisu;Ampla Concorrência;Masculino;Preto;Solteiro(A);6.3;5.03;100.0;1;0.0;59;15;44;82.65;25.42;14;0;1;74.58;11;Conclusão;Graduado;Entre 19 e 21;0
793094;Ciência Da Computação;Integral;2014;18;Não;Sisu;Ampla Concorrência;Feminino;Não Informado;Solteiro(A);5.69;5.03;68.98;1;0.0;44;15;29;81.28;34.09;14;0;1;65.91;9;Excluído;Excluído;Até 18;0
793139;Engenharia De Software;Noturno;2014;18;Não;Processo Seletivo;Ampla Concorrência;Masculino;Pardo;Solteiro(A);7.6;5.48;100.0;0;0.0;51;7;44;95.31;13.73;7;0;0;86.27;10;Conclusão;Graduado;Até 18;0
793176;Engenharia De Software;Noturno;2014;19;Não;Processo Seletivo;Ampla Concorrência;Masculino;Branco;Solteiro(A);6.02;5.48;78.62;1;0.0;53;17;36;83.14;32.08;12;0;5;67.92;11;Excluído;Excluído;Entre 19 e 21;0
793195;Ciência Da Computação;Integral;2014;21;Sim;Transferência;Ampla Concorrência;Masculino;Pardo;Solteiro(A);2.19;5.03;30.85;1;0.0;55;46;9;66.08;83.64;23;1;22;16.36;13;Ativo;Ativo;Entre 19 e 21;0
793263;Engenharia De Software;Noturno;2014;18;Não;Processo Seletivo;Ampla Concorrência;Masculino;Branco;Solteiro(A);7.28;5.48;100.0;1;0.0;56;7;49;85.49;12.5;3;0;4;87.5;12;Conclusão;Graduado;Até 18;0
793327;Sistemas De Informação;Noturno;2014;18;Sim;Processo Seletivo;RS;Masculino;Pardo;Solteiro(A);1.18;5.32;6.4;1;0.0;28;25;3;34.77;89.29;3;0;22;10.71;9;Excluído;Excluído;Até 18;1
793332;Sistemas De Informação;Noturno;2014;18;Não;Transferência;Ampla Concorrência;Feminino;Não Informado;Solteiro(A);3.29;5.32;29.86;1;0.0;20;13;7;77.12;65.0;5;0;8;35.0;5;Excluído;Excluído;Até 18;0
793341;Ciência Da Computação;Integral;2014;18;Não;Sisu;Ampla Concorrência;Feminino;Não Informado;Solteiro(A);1.7;5.03;0.0;0;0.0;5;5;0;59.38;100.0;1;0;4;0.0;1;Excluído;Excluído;Até 18;0
793396;Engenharia De Software;Noturno;2014;22;Não;Sisu;Ampla Concorrência;Masculino;Branco;Solteiro(A);4.27;5.48;20.0;1;0.0;24;14;10;66.15;58.33;5;0;9;41.67;6;Excluído;Excluído;Entre 21 e 24;0
793411;Sistemas De Informação;Noturno;2014;21;Não;Processo Seletivo;Ampla Concorrência;Masculino;Branco;Solteiro(A);6.69;5.32;100.0;0;0.0;56;13;43;89.05;23.21;13;0;0;76.79;14;Ativo;Ativo;Entre 19 e 21;0
793453;Sistemas De Informação;Noturno;2014;26;Sim;Processo Seletivo;Ampla Concorrência;Masculino;Pardo;Casado(A);5.54;5.32;72.76;1;0.0;35;13;22;91.19;37.14;8;0;5;62.86;9;Excluído;Excluído;Entre 25 e 27;0
793475;Ciência Da Computação;Integral;2014;18;Não;Processo Seletivo;Ampla Concorrência;Masculino;Pardo;Solteiro(A);6.01;5.03;97.87;0;0.0;56;17;39;78.35;30.36;13;0;4;69.64;13;Ativo;Ativo;Até 18;0
793556;Ciência Da Computação;Integral;2014;19;Sim;Processo Seletivo;RS;Masculino;Pardo;Solteiro(A);5.58;5.03;100.0;0;0.0;63;23;40;78.8;36.51;20;0;3;63.49;12;Conclusão;Graduado;Entre 19 e 21;1
793571;Ciência Da Computação;Integral;2014;29;Sim;Processo Seletivo;Ampla Concorrência;Masculino;Preto;Solteiro(A);0.3;5.03;0.0;1;0.0;9;9;0;27.26;100.0;0;0;9;0.0;3;Excluído;Excluído;Entre 28 e 30;0
793580;Sistemas De Informação;Noturno;2014;20;Não;Processo Seletivo;Ampla Concorrência;Feminino;Pardo;Solteiro(A);6.83;5.32;84.26;1;0.0;47;10;37;87.14;21.28;10;0;0;78.72;12;Ativo;Ativo;Entre 19 e 21;0
793587;Sistemas De Informação;Noturno;2014;18;Sim;Processo Seletivo;RS-PPI;Masculino;Pardo;Solteiro(A);4.94;5.32;58.93;0;0.0;52;26;26;86.89;50.0;24;0;2;50.0;13;Ativo;Ativo;Até 18;1
793588;Sistemas De Informação;Noturno;2014;18;Não;Processo Seletivo;Ampla Concorrência;Masculino;Pardo;Solteiro(A);7.3;5.32;84.36;0;0.0;47;9;38;88.79;19.15;5;0;4;80.85;12;Ativo;Ativo;Até 18;0
793592;Sistemas De Informação;Noturno;2014;20;Sim;Processo Seletivo;RI;Masculino;Branco;Solteiro(A);0.0;5.32;0.0;0;0.0;5;5;0;5.0;100.0;0;0;5;0.0;1;Excluído;Excluído;Entre 19 e 21;1
793603;Sistemas De Informação;Noturno;2014;17;Não;Processo Seletivo;Ampla Concorrência;Feminino;Pardo;Solteiro(A);5.08;5.32;8.53;1;0.0;8;4;4;83.01;50.0;3;0;1;50.0;2;Mudança de curso;Excluído;Até 18;0
793633;Ciência Da Computação;Integral;2014;18;Não;Processo Seletivo;Ampla Concorrência;Masculino;Pardo;Solteiro(A);6.63;5.03;99.46;1;0.0;50;11;39;81.61;22.0;9;0;2;78.0;13;Ativo;Ativo;Até 18;0
793634;Ciência Da Computação;Integral;2014;18;Não;Processo Seletivo;Ampla Concorrência;Masculino;Pardo;Solteiro(A);4.21;5.03;38.29;0;0.0;48;29;19;75.54;60.42;14;0;15;39.58;13;Ativo;Ativo;Até 18;0
793635;Ciência Da Computação;Integral;2014;19;Não;Processo Seletivo;Ampla Concorrência;Masculino;Pardo;Solteiro(A);1.02;5.03;0.0;1;0.0;5;5;0;62.5;100.0;2;0;3;0.0;1;Excluído;Excluído;Entre 19 e 21;0
793674;Ciência Da Computação;Integral;2014;17;Sim;Processo Seletivo;Ampla Concorrência;Feminino;Branco;Solteiro(A);6.21;5.03;34.04;0;0.0;47;16;31;82.85;34.04;9;0;7;65.96;11;Excluído;Excluído;Até 18;0
793723;Sistemas De Informação;Noturno;2014;27;Não;Processo Seletivo;Ampla Concorrência;Masculino;Amarelo;Solteiro(A);5.81;5.32;98.93;1;0.0;52;17;35;75.44;32.69;3;0;14;67.31;13;Ativo;Ativo;Entre 25 e 27;0
793734;Sistemas De Informação;Noturno;2014;23;Não;Sisu;Ampla Concorrência;Feminino;Pardo;Solteiro(A);0.0;5.32;0.0;0;0.0;5;5;0;6.25;100.0;0;0;5;0.0;1;Excluído;Excluído;Entre 21 e 24;0
793861;Ciência Da Computação;Integral;2014;18;Não;Sisu;Ampla Concorrência;Masculino;Não Informado;Solteiro(A);6.11;5.03;17.02;1;0.0;11;3;8;95.74;27.27;3;0;0;72.73;2;Excluído;Excluído;Até 18;0
793862;Ciência Da Computação;Integral;2014;18;Sim;Sisu;RS;Masculino;Não Informado;Solteiro(A);4.31;5.03;71.07;0;0.0;75;43;32;67.38;57.33;13;0;30;42.67;16;Ativo;Ativo;Até 18;1
793866;Engenharia De Software;Noturno;2014;19;Não;Sisu;Ampla Concorrência;Masculino;Preto;Solteiro(A);2.8;5.48;6.0;1;0.0;15;12;3;67.29;80.0;7;0;5;20.0;3;Excluído;Excluído;Entre 19 e 21;0
793889;Engenharia De Software;Noturno;2014;18;Não;Sisu;Ampla Concorrência;Masculino;Pardo;Solteiro(A);6.58;5.48;100.0;0;0.0;55;14;41;82.06;25.45;13;0;1;74.55;11;Conclusão;Graduado;Até 18;0
793976;Ciência Da Computação;Integral;2014;22;Sim;Processo Seletivo;Ampla Concorrência;Feminino;Pardo;Solteiro(A);3.05;5.03;9.84;0;0.0;17;13;4;69.49;76.47;5;0;8;23.53;5;Mudança de curso;Excluído;Entre 21 e 24;0
794046;Engenharia De Software;Noturno;2014;18;Sim;Processo Seletivo;RI;Masculino;Branco;Solteiro(A);7.54;5.48;100.0;0;0.0;48;4;44;95.7;8.33;4;0;0;91.67;13;Conclusão;Graduado;Até 18;1
794047;Engenharia De Software;Noturno;2014;18;Não;Processo Seletivo;Ampla Concorrência;Masculino;Branco;Solteiro(A);7.6;5.48;100.0;0;0.0;45;1;44;93.54;2.22;1;0;0;97.78;10;Conclusão;Graduado;Até 18;0
794120;Ciência Da Computação;Integral;2014;39;Não;Sisu;Ampla Concorrência;Masculino;Não Informado;Solteiro(A);6.6;5.03;10.63;1;0.0;5;2;3;91.52;40.0;2;0;0;60.0;1;Excluído;Excluído;Entre 31 e 40;0
794170;Sistemas De Informação;Noturno;2014;20;Não;Sisu;Ampla Concorrência;Masculino;Branco;Solteiro(A);5.44;5.32;80.06;0;0.0;57;21;36;86.78;36.84;16;0;5;63.16;13;Ativo;Ativo;Entre 19 e 21;0
794235;Ciência Da Computação;Integral;2014;21;Não;Sisu;Ampla Concorrência;Masculino;Não Informado;Solteiro(A);4.69;5.03;12.76;1;0.0;11;5;6;86.79;45.45;3;0;2;54.55;2;Excluído;Excluído;Entre 19 e 21;0
794290;Sistemas De Informação;Noturno;2014;23;Não;Processo Seletivo;Ampla Concorrência;Masculino;Branco;Solteiro(A);4.1;5.32;46.13;1;0.0;47;24;23;83.88;51.06;17;0;7;48.94;13;Ativo;Ativo;Entre 21 e 24;0
794353;Ciência Da Computação;Integral;2014;19;Não;Processo Seletivo;Ampla Concorrência;Masculino;Branco;Solteiro(A);0.14;5.03;0.0;0;0.0;5;5;0;44.38;100.0;1;0;4;0.0;1;Excluído;Excluído;Entre 19 e 21;0
794362;Engenharia De Software;Noturno;2014;24;Sim;Processo Seletivo;RS-PPI;Masculino;Pardo;Solteiro(A);4.71;5.48;52.0;1;0.0;48;22;26;64.62;45.83;5;0;17;54.17;10;Ativo;Ativo;Entre 21 e 24;1
794363;Engenharia De Software;Noturno;2014;19;Não;Processo Seletivo;Ampla Concorrência;Masculino;Branco;Solteiro(A);4.48;5.48;42.0;0;0.0;59;33;26;80.7;55.93;21;0;12;44.07;15;Ativo;Ativo;Entre 19 e 21;0
794392;Sistemas De Informação;Noturno;2014;31;Sim;Processo Seletivo;Ampla Concorrência;Masculino;Pardo;Casado(A);4.05;5.32;10.66;1;0.0;16;11;5;79.3;68.75;8;0;3;31.25;4;Excluído;Excluído;Entre 31 e 40;0
794427;Engenharia De Software;Noturno;2014;18;Sim;Sisu;RS-PPI;Masculino;Pardo;Solteiro(A);3.49;5.48;8.0;0;0.0;14;10;4;60.6;71.43;4;0;6;28.57;3;Excluído;Excluído;Até 18;1
794440;Ciência Da Computação;Integral;2014;18;Sim;Processo Seletivo;RI-PPI;Masculino;Pardo;Solteiro(A);1.95;5.03;25.53;1;0.0;39;31;8;51.6;79.49;6;0;25;20.51;10;Ativo;Ativo;Até 18;1
794441;Ciência Da Computação;Integral;2014;18;Sim;Processo Seletivo;Ampla Concorrência;Masculino;Pardo;Solteiro(A);6.39;5.03;100.0;0;0.0;55;10;45;87.08;18.18;8;0;2;81.82;13;Conclusão;Graduado;Até 18;0
794443;Ciência Da Computação;Integral;2014;19;Sim;Processo Seletivo;Ampla Concorrência;Masculino;Pardo;Solteiro(A);4.9;5.03;87.23;0;0.0;67;30;37;75.93;44.78;15;0;15;55.22;15;Ativo;Ativo;Entre 19 e 21;0
794450;Sistemas De Informação;Noturno;2014;18;Não;Processo Seletivo;Ampla Concorrência;Masculino;Pardo;Solteiro(A);1.55;5.32;6.4;0;0.0;24;21;3;57.12;87.5;4;0;17;12.5;6;Excluído;Excluído;Até 18;0
794461;Sistemas De Informação;Noturno;2014;18;Sim;Processo Seletivo;Ampla Concorrência;Masculino;Pardo;Solteiro(A);7.52;5.32;100.0;0;0.0;44;4;40;88.36;9.09;4;0;0;90.91;11;Conclusão;Graduado;Até 18;0
794462;Sistemas De Informação;Noturno;2014;18;Não;Processo Seletivo;Ampla Concorrência;Masculino;Preto;Solteiro(A);5.42;5.32;20.26;0;0.0;12;4;8;82.77;33.33;3;0;1;66.67;3;Mudança de curso;Excluído;Até 18;0
794465;Sistemas De Informação;Noturno;2014;23;Sim;Processo Seletivo;RI;Masculino;Branco;Solteiro(A);3.08;5.32;11.73;1;0.0;18;12;6;56.51;66.67;3;0;9;33.33;5;Excluído;Excluído;Entre 21 e 24;1
794466;Sistemas De Informação;Noturno;2014;18;Não;Processo Seletivo;Ampla Concorrência;Masculino;Pardo;Solteiro(A);6.47;5.32;98.93;0;0.0;50;10;40;83.53;20.0;9;0;1;80.0;13;Ativo;Ativo;Até 18;0
794479;Sistemas De Informação;Noturno;2014;19;Não;Processo Seletivo;Ampla Concorrência;Masculino;Pardo;Solteiro(A);0.0;5.32;0.0;1;0.0;0;0;0;0.0;0.0;0;0;0;0.0;0;Excluído;Excluído;Entre 19 e 21;0
794481;Sistemas De Informação;Noturno;2014;18;Não;Processo Seletivo;Ampla Concorrência;Masculino;Branco;Solteiro(A);6.2;5.32;6.4;1;0.0;5;2;3;86.88;40.0;2;0;0;60.0;1;Excluído;Excluído;Até 18;0
794504;Ciência Da Computação;Integral;2014;20;Sim;Processo Seletivo;RI-PPI;Masculino;Pardo;Solteiro(A);5.22;5.03;93.61;0;0.0;67;29;38;80.18;43.28;25;0;4;56.72;14;Ativo;Ativo;Entre 19 e 21;1
794592;Sistemas De Informação;Noturno;2014;29;Não;Processo Seletivo;Ampla Concorrência;Feminino;Branco;Solteiro(A);5.2;5.32;55.46;1;0.0;45;19;26;70.9;42.22;5;0;14;57.78;11;Ativo;Ativo;Entre 28 e 30;0
794643;Sistemas De Informação;Noturno;2014;21;Não;Processo Seletivo;Ampla Concorrência;Masculino;Branco;Solteiro(A);6.17;5.32;89.06;1;0.0;58;18;40;76.73;31.03;7;0;11;68.97;12;Ativo;Ativo;Entre 19 e 21;0
794725;Engenharia De Software;Noturno;2014;19;Não;Sisu;Ampla Concorrência;Masculino;Não Informado;Solteiro(A);5.03;5.48;72.56;0;0.0;76;36;40;78.13;47.37;21;0;15;52.63;16;Ativo;Ativo;Entre 19 e 21;0
794894;Engenharia De Software;Noturno;2014;19;Sim;Processo Seletivo;RS-PPI;Masculino;Preto;Solteiro(A);7.4;5.48;100.0;0;0.0;49;4;45;91.97;8.16;4;0;0;91.84;12;Conclusão;Graduado;Entre 19 e 21;1
795060;Ciência Da Computação;Integral;2014;19;Não;Sisu;Ampla Concorrência;Masculino;Não Informado;Solteiro(A);0.0;5.03;0.0;0;0.0;0;0;0;0.0;0.0;0;0;0;0.0;0;Excluído;Excluído;Entre 19 e 21;0
795061;Ciência Da Computação;Integral;2014;18;Não;Sisu;Ampla Concorrência;Masculino;Pardo;Solteiro(A);0.0;5.03;0.0;0;0.0;0;0;0;0.0;0.0;0;0;0;0.0;0;Excluído;Excluído;Até 18;0
795094;Sistemas De Informação;Noturno;2014;22;Não;Processo Seletivo;Ampla Concorrência;Masculino;Pardo;Solteiro(A);5.99;5.32;94.66;0;0.0;58;21;37;76.41;36.21;12;0;9;63.79;14;Ativo;Ativo;Entre 21 e 24;0
795159;Ciência Da Computação;Integral;2014;19;Não;Sisu;Ampla Concorrência;Masculino;Não Informado;Solteiro(A);5.35;5.03;100.0;0;0.0;63;22;41;73.53;34.92;11;0;11;65.08;15;Ativo;Ativo;Entre 19 e 21;0
795179;Ciência Da Computação;Integral;2014;18;Sim;Processo Seletivo;Ampla Concorrência;Masculino;Branco;Solteiro(A);5.72;5.03;98.4;1;0.0;60;22;38;73.74;36.67;14;0;8;63.33;15;Conclusão;Graduado;Até 18;0
795214;Sistemas De Informação;Noturno;2014;18;Não;Sisu;Ampla Concorrência;Feminino;Não Informado;Solteiro(A);7.39;5.32;100.0;0;0.0;52;9;43;93.2;17.31;9;0;0;82.69;11;Conclusão;Graduado;Até 18;0
795228;Ciência Da Computação;Integral;2014;18;Sim;Processo Seletivo;RS-PPI;Masculino;Pardo;Solteiro(A);1.59;5.03;11.17;1;0.0;30;25;5;53.3;83.33;6;0;19;16.67;7;Excluído;Excluído;Até 18;1
795229;Ciência Da Computação;Integral;2014;19;Sim;Processo Seletivo;Ampla Concorrência;Masculino;Não Informado;Solteiro(A);6.6;5.03;100.0;0;0.0;55;11;44;87.17;20.0;8;0;3;80.0;12;Conclusão;Graduado;Entre 19 e 21;0
795237;Sistemas De Informação;Noturno;2014;18;Sim;Processo Seletivo;Ampla Concorrência;Masculino;Pardo;Solteiro(A);3.22;5.32;9.6;1;0.0;13;8;5;85.1;61.54;5;0;3;38.46;4;Excluído;Excluído;Até 18;0
795238;Sistemas De Informação;Noturno;2014;17;Não;Processo Seletivo;Ampla Concorrência;Masculino;Branco;Solteiro(A);5.02;5.32;98.93;0;0.0;72;34;38;71.17;47.22;14;0;20;52.78;15;Ativo;Ativo;Até 18;0
795291;Engenharia De Software;Noturno;2014;19;Sim;Processo Seletivo;RS-PPI;Masculino;Pardo;Solteiro(A);3.0;5.48;4.0;1;0.0;5;3;2;78.75;60.0;1;0;2;40.0;1;Excluído;Excluído;Entre 19 e 21;1
795305;Ciência Da Computação;Integral;2014;19;Sim;Processo Seletivo;RI;Masculino;Pardo;Solteiro(A);2.75;5.03;18.08;0;0.0;47;38;9;75.77;80.85;27;0;11;19.15;12;Ativo;Ativo;Entre 19 e 21;1
795306;Ciência Da Computação;Integral;2014;18;Sim;Processo Seletivo;RS-PPI;Feminino;Pardo;Solteiro(A);5.08;5.03;85.1;0;0.0;69;33;36;86.5;47.83;33;0;0;52.17;15;Ativo;Ativo;Até 18;1
795307;Ciência Da Computação;Integral;2014;18;Sim;Processo Seletivo;RS;Masculino;Pardo;Solteiro(A);4.57;5.03;100.0;0;0.0;80;48;32;68.9;60.0;33;0;15;40.0;13;Conclusão;Graduado;Até 18;1
795308;Ciência Da Computação;Integral;2014;30;Sim;Processo Seletivo;Ampla Concorrência;Masculino;Preto;Solteiro(A);3.92;5.03;70.21;1;0.0;52;32;20;74.69;61.54;15;0;17;38.46;11;Ativo;Ativo;Entre 28 e 30;0
795309;Ciência Da Computação;Integral;2014;18;Não;Processo Seletivo;Ampla Concorrência;Masculino;Branco;Solteiro(A);4.72;5.03;63.43;1;0.0;61;30;31;80.99;49.18;21;0;9;50.82;11;Ativo;Ativo;Até 18;0
795315;Ciência Da Computação;Integral;2014;19;Sim;Processo Seletivo;Ampla Concorrência;Masculino;Branco;Solteiro(A);6.65;5.03;100.0;0;0.0;56;11;45;92.0;19.64;11;0;0;80.36;11;Conclusão;Graduado;Entre 19 e 21;0
795322;Sistemas De Informação;Noturno;2014;17;Sim;Processo Seletivo;Ampla Concorrência;Masculino;Branco;Solteiro(A);4.01;5.32;10.66;0;0.0;12;7;5;85.81;58.33;6;0;1;41.67;3;Mudança de curso;Excluído;Até 18;0
795323;Sistemas De Informação;Noturno;2014;23;Sim;Processo Seletivo;Ampla Concorrência;Masculino;Preto;Solteiro(A);5.43;5.32;11.73;1;0.0;10;4;6;72.34;40.0;2;0;2;60.0;2;Excluído;Excluído;Entre 21 e 24;0
795324;Sistemas De Informação;Noturno;2014;20;Não;Processo Seletivo;Ampla Concorrência;Feminino;Branco;Solteiro(A);3.31;5.32;11.73;1;0.0;21;15;6;61.98;71.43;6;0;9;28.57;7;Excluído;Excluído;Entre 19 e 21;0
795325;Sistemas De Informação;Noturno;2014;33;Sim;Processo Seletivo;Ampla Concorrência;Masculino;Pardo;Solteiro(A);8.63;5.32;100.0;1;0.0;42;1;41;88.71;2.38;1;0;0;97.62;8;Conclusão;Graduado;Entre 31 e 40;0
795327;Sistemas De Informação;Noturno;2014;19;Sim;Processo Seletivo;RS-PPI;Masculino;Preto;Solteiro(A);3.69;5.32;20.26;1;0.0;21;11;10;71.13;52.38;5;0;6;47.62;5;Excluído;Excluído;Entre 19 e 21;1
795334;Sistemas De Informação;Noturno;2014;17;Não;Processo Seletivo;Ampla Concorrência;Masculino;Branco;Solteiro(A);7.83;5.32;100.0;0;0.0;48;6;42;93.04;12.5;6;0;0;87.5;10;Conclusão;Graduado;Até 18;0
795426;Sistemas De Informação;Noturno;2014;33;Não;Portador De Diploma;Ampla Concorrência;Masculino;Pardo;Solteiro(A);3.35;5.32;8.53;1;0.0;13;9;4;56.01;69.23;2;0;7;30.77;7;Excluído;Excluído;Entre 31 e 40;0
795444;Sistemas De Informação;Noturno;2014;22;Sim;Processo Seletivo;RS-PPI;Masculino;Preto;Solteiro(A);2.04;5.32;2.13;0;0.0;6;5;1;61.72;83.33;1;0;4;16.67;2;Excluído;Excluído;Entre 21 e 24;1
795452;Sistemas De Informação;Noturno;2014;23;Não;Sisu;Ampla Concorrência;Feminino;Branco;Solteiro(A);7.36;5.32;100.0;0;0.0;49;9;40;87.54;18.37;8;0;1;81.63;10;Conclusão;Graduado;Entre 21 e 24;0
795458;Ciência Da Computação;Integral;2014;23;Não;Processo Seletivo;Ampla Concorrência;Masculino;Branco;Solteiro(A);3.03;5.03;50.0;0;0.0;72;53;19;68.07;73.61;19;1;33;26.39;13;Ativo;Ativo;Entre 21 e 24;0
795461;Sistemas De Informação;Noturno;2014;22;Sim;Sisu;Ampla Concorrência;Masculino;Pardo;Solteiro(A);7.67;5.32;100.0;0;0.0;33;3;30;91.23;9.09;3;0;0;90.91;8;Conclusão;Graduado;Entre 21 e 24;0
795467;Ciência Da Computação;Integral;2014;25;Não;Transferência;Ampla Concorrência;Masculino;Não Informado;Solteiro(A);2.71;5.03;31.91;1;0.0;43;31;12;78.26;72.09;17;0;14;27.91;12;Ativo;Ativo;Entre 25 e 27;0
795485;Ciência Da Computação;Integral;2014;20;Não;Processo Seletivo;Ampla Concorrência;Masculino;Branco;Solteiro(A);2.85;5.03;22.34;1;0.0;17;13;4;68.48;76.47;2;0;11;23.53;7;Excluído;Excluído;Entre 19 e 21;0
795506;Ciência Da Computação;Integral;2014;19;Sim;Processo Seletivo;RI;Feminino;Pardo;Solteiro(A);5.25;5.03;86.17;0;0.0;55;21;34;79.76;38.18;17;0;4;61.82;14;Ativo;Ativo;Entre 19 e 21;1
795570;Ciência Da Computação;Integral;2014;18;Sim;Sisu;RS-PPI;Masculino;Pardo;Solteiro(A);7.52;5.03;100.0;0;0.0;45;1;44;82.61;2.22;1;0;0;97.78;8;Conclusão;Graduado;Até 18;1
795571;Ciência Da Computação;Integral;2014;19;Não;Sisu;Ampla Concorrência;Masculino;Branco;Solteiro(A);3.14;5.03;8.51;1;0.0;14;10;4;61.16;71.43;3;0;7;28.57;3;Excluído;Excluído;Entre 19 e 21;0
795582;Sistemas De Informação;Noturno;2014;46;Sim;Sisu;RI-PPI;Masculino;Pardo;Divorciado/Separado(A);7.95;5.32;100.0;0;0.0;47;2;45;95.2;4.26;2;0;0;95.74;9;Conclusão;Graduado;Maior que 41;1
795594;Engenharia De Software;Noturno;2014;18;Sim;Sisu;RI-PPI;Masculino;Pardo;Solteiro(A);8.3;5.48;100.0;0;0.0;44;1;43;88.86;2.27;0;0;1;97.73;9;Conclusão;Graduado;Até 18;1
795595;Engenharia De Software;Noturno;2014;18;Não;Sisu;Ampla Concorrência;Masculino;Não Informado;Solteiro(A);4.3;5.48;55.0;1;0.0;63;41;22;83.21;65.08;31;0;10;34.92;15;Ativo;Ativo;Até 18;0
795676;Engenharia De Software;Noturno;2014;23;Não;Sisu;Ampla Concorrência;Masculino;Pardo;Solteiro(A);6.39;5.48;24.0;1;0.0;16;4;12;82.72;25.0;1;0;3;75.0;5;Excluído;Excluído;Entre 21 e 24;0
795677;Engenharia De Software;Noturno;2014;21;Não;Transferência;Ampla Concorrência;Masculino;Branco;Solteiro(A);5.32;5.48;78.0;0;0.0;60;22;38;78.65;36.67;11;0;11;63.33;13;Ativo;Ativo;Entre 19 e 21;0
795738;Engenharia De Software;Noturno;2014;18;Sim;Processo Seletivo;RI;Masculino;Pardo;Solteiro(A);7.1;5.48;34.0;0;0.0;22;2;20;95.17;9.09;2;0;0;90.91;7;Excluído;Excluído;Até 18;1
